name,business_id,reviews/total,location/latitude,location/longitude,location/address,stars,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5
Scottsdale Art Walk,X0W2mqiFF0eCE6ynL2V3OA,14,33.493947,-111.922301,"Main St
Scottsdale, AZ 85251",4,Jazz & Blues,Arts & Entertainment,Art Galleries,Shopping,Nightlife,
Q's Coffee,oTNBCjEfGAGub9uENoMlqw,3,33.626198,-112.134029,"15440 N 35th Ave
Phoenix, AZ 85053",3,Food,Coffee & Tea,,,,
Plazma,lF1xl8uiYRSLCibhb31sew,7,33.4875882,-112.0486857,"1560 E Osborn Rd
Phoenix, AZ 85014",3.5,Bars,Gay Bars,Nightlife,,,
Cold Stone Creamery,hdAQKv8TZJy8FUwS8QByzQ,3,33.710777,-112.276321,"9918 W Happy Valley Rd Ste 1020
Peoria, AZ 85383",4,Food,Ice Cream & Frozen Yogurt,,,,
Ambassador Blinds & Interior Design,T5i07QxZtWZw-d-FuyTBew,3,33.3432384,-111.9592559,"1330 W Auto Dr
Ste 106
Tempe, AZ 85284",4.5,Shades & Blinds,Interior Design,Home Services,,,
Zipp's Sports Grill,hGQsnkndreW7b26XC2HVRA,106,33.502049,-111.9182798,"7551 E Camelback Rd
Scottsdale, AZ 85251",3.5,Bars,Restaurants,American (Traditional),Sports Bars,Nightlife,
In the Raw,bc5s3fKKgCwuzC5xHcfxCw,5,33.34711,-111.719495,"143 S Higley Rd
Higley, AZ 85236",4,Food,Coffee & Tea,Pets,Pet Stores,,
Fairmont Scottsdale Princess,9mfec4ySQpW8doGs3FUP2Q,99,33.6455682098,-111.9171184301,"7575 E Princess Dr
Scottsdale, AZ 85255",4,Hotels & Travel,Resorts,Event Planning & Services,Hotels,,
Skin Cabaret,oUQUoW6WBp8saNYdJJg0Cw,5,33.461159,-111.925916,"1137 N Scottsdale Rd
Phoenix, AZ 85073",2,Adult Entertainment,Nightlife,,,,
Bonfire Grill and Bar,0yBs5wbVw9gTIDe9Z-rMTg,44,33.491695,-111.925624,"7210 E 2nd St
Scottsdale, AZ 85251",4,American (New),Restaurants,,,,
Walgreens,LY5TW3Pvlfpprl3kpRE5_w,3,33.5244132,-112.2048926,"6006 N 67Th Ave
Glendale, AZ 85301",2.5,Shopping,Drugstores,Beauty & Spas,Food,Convenience Stores,Cosmetics & Beauty Supply
Paddock Pools & Spas,CfxHRhk3x9ZFDPS3JpxJJA,4,33.4800643,-111.9397835,"6525 E Thomas Rd
Scottsdale, AZ 85251",2.5,Hot Tub & Pool,Shopping,Home & Garden,,,
West Sixth,tLVboBJy-Q0XW-Q6G_Yfmg,3,33.4243676215,-111.9405448437,"115 W 6th St
Tempe, AZ 85281",3.5,Home Services,Real Estate,Apartments,,,
Roma Barber Shop,JbpCMPizjh0UpJB6VNboIQ,3,33.698837,-111.888302,"8912 E Pinnacle Peak Rd
Scottsdale, AZ 85255",3.5,Barbers,Beauty & Spas,,,,
Sushi Brokers,bZivzFTkkjNtUBSuMhoCtg,161,33.64053,-111.92477,"17025 N Scottsdale Rd
Ste 190
Scottsdale, AZ 85255",3.5,Sushi Bars,Restaurants,,,,
Waffle House,liyAhk8vzzgXyTHuF0qhxQ,3,33.451723,-111.72055,"5055 E McKellips Rd
Mesa, AZ 85215",2.5,Diners,Restaurants,,,,
Coyoacan Steakhouse,5FzwrpRes4EdkVQrtg_qJQ,3,33.364569,-112.073612,"9014 S Central Ave
Phoenix, AZ 85042",2.5,Steakhouses,Restaurants,,,,
The Side Door Corner Store,IGrp61aiyR-PtL581brrcg,35,33.4862787,-111.9102055,"3370 N Hayden Rd
Ste 126
Scottsdale, AZ 85251",4,Bars,Restaurants,Wine Bars,Nightlife,Pizza,Italian
Sylvia's La Canasta Mexican Restaurant,vz2zQQSjy-NnnKLZzjjoxA,80,33.5168513,-112.0824552,"5502 N 7th Ave
Phoenix, AZ 85013",3,Mexican,Restaurants,,,,
Great Clips,PslSrdROrxRbSAPH2eHemQ,3,33.4803187,-111.9869973,"44th St & Thomas
Phoenix, AZ 85003",2,Hair Salons,Beauty & Spas,,,,
Rubio's Fresh Mexican Grill,AjE4uM-VaGP3QPCjSjIEaw,8,33.678615,-111.9746066,"21001 North Tatum Blvd.
Phoenix, AZ 85050",3,Mexican,Restaurants,,,,
FedEx Office Print & Ship Center,bhtt6q5W4oi-dpWz9skvJw,3,33.6116901,-112.1648254,"4920 W Thunderbird Road, Ste. 115
Glendale, AZ 85306",5,Local Services,Shipping Centers,Printing Services,,,
Beemer Haus,m2ayKGYCc44dpHWVt8Us6w,3,33.4501794137,-111.9271123409,"1900 N Scottsdale Rd
Tempe, AZ 85281",1.5,Automotive,Car Dealers,,,,
Arizona Dog Sports,xurAq1TMAKZlRBUtN_XqWQ,3,33.598768,-111.97669,"4848 Cactus Rd
Suite 200
Scottsdale, AZ 85254",5,Pets,,,,,
Chuck E Cheese's Pizza,eOPxvbzFTBjO5LSV3uYMug,6,33.5538702,-112.1342566,"8039 N 35th Ave
Phoenix, AZ 85051",2.5,Pizza,Restaurants,,,,
Sonic Drive-In,XBpxFy0h7KE-GtKuCX2JQw,5,33.6427912,-112.099794,"17238 N 19th Ave
Phoenix, AZ 85023",3,American (Traditional),Fast Food,Restaurants,,,
Cheers Tavern,kuGQG_8i9P-4p9_Mym-G8Q,4,33.6386047,-112.1877117,"5915 W Bell Rd
Glendale, AZ 85308",3,Bars,Nightlife,Karaoke,,,
Jiffy Lube,K-i72b-tMcDBMH-T_J-Rbw,3,33.6379692,-112.2064236,"6841 W Bell Road
Glendale, AZ 85308",5,Auto Repair,Automotive,,,,
Marie Callender's Restaurants & Bakeries,bTd2Z_ITOufvGySokmHfwg,8,33.30512,-111.9689603,"7455 W Chandler Blvd
Chandler, AZ 85226",3.5,Bakeries,Food,,,,
The Snap Lounge,y-jTQqdSIZO6tzKYdwpcVA,4,33.5095996,-112.0916152,"1516 W Camelback Rd
Phoenix, AZ 85015",4,Bars,Karaoke,Nightlife,Lounges,Sports Bars,
Ross Stores,1UydNTqQQ-qo8l9JTg_b9w,3,33.3852846,-111.964558,"5000 S Arizona Mills Cir
Tempe, AZ 85282",2.5,Department Stores,Fashion,Shopping,,,
Blackstone Country Club,1CU_ksC32Hz7QmioMH91nQ,7,33.765181,-112.32068,"12101 West Blackstone Drive
Peoria, AZ 85383",5,Active Life,Golf,Event Planning & Services,Venues & Event Spaces,,
Snedigar Sportsplex,89CVGx4Y6MPVJoi59XgP_A,7,33.238358,-111.8599391,"4500 S Basha Rd
Chandler, AZ 85248",4,Active Life,Dog Parks,Skate Parks,Parks,,
Unique Upholstery,qsZpOYEttt8spp4n7YWZyQ,3,33.619639,-111.9026,"8260 E Raintree Dr
Ste 2
Scottsdale, AZ 85260",4.5,Automotive,Auto Parts & Supplies,,,,
Thai Rama,1621ir5mjVgbHwxCbMAEjg,51,33.4219147,-111.925242,"927 E University Dr
Tempe, AZ 85281",3.5,Thai,Restaurants,,,,
Goodyear Animal Hospital,4ZZCdTOIJS7mchFLZfAzBA,10,33.4508919,-112.3926148,"380 N Estrella Pkwy
Ste A6
Goodyear, AZ 85340",4,Veterinarians,Pets,,,,
Fry's & Fry's Marketplace,3I8kUGzDOIKz95llTBhIjA,7,33.610711,-112.3614417,"13982 W Waddell Rd
Surprise, AZ 85379",2.5,Food,Grocery,,,,
Paradise Bakery & Cafe,r2DS-PqOMA35EssB47SWNg,3,33.7108037,-112.2690577,"9918 W Happy Valley Rd
Ste 200
Peoria, AZ 85383",4.5,Bakeries,Food,Cafes,Restaurants,,
Associated Internists of Ahwatukee,i9LWPgDrCRaHfXpSk4TjUQ,7,33.3030372,-111.9863512,"4530 E Muirwood Dr
Suite 105
Phoenix, AZ 85048",2.5,Doctors,Health & Medical,Internal Medicine,,,
Best Home Appliances,-A82xEVAjOYZtDdRQw1FQw,5,33.638405,-111.979837,"4727 E Bell Rd
Ste 47
Phoenix, AZ 85032",5,Shopping,Home & Garden,Appliances,,,
Tao Yuan Chinese Restaurant,9PrgqakLyqlxTTqvvfYNyA,9,33.41405,-111.735884,"4419 E Main St
Ste 117
Mesa, AZ 85205",3.5,Chinese,Restaurants,,,,
North Valley Magazine LLC,qK71R41F3DX1uGGErUcJkQ,3,33.799849,-112.126087,"3120 W Carefree Hwy
Suite 1-128
Phoenix, AZ 85086",3.5,Print Media,Mass Media,,,,
Quiznos,mdaVPTLZJvWA0Cqa1ovV0Q,6,33.290743,-111.8414277,"1005 S Arizona Avenue
Chandler, AZ 85248",1,Restaurants,,,,,
McDonald's,9LE-Kan0uUHR7xCHi2j-lQ,4,33.711694,-112.200577,"6535 W Happy Valley Road
Glendale, AZ 85310",2.5,Fast Food,Restaurants,,,,
Crescent Ballroom,qw93CjlAZ6a4ff11Z-hF3Q,142,33.4517161,-112.0764371,"308 N 2nd Ave
Phoenix, AZ 85003",4.5,Arts & Entertainment,Nightlife,Music Venues,,,
Jerry's Artarama,cqXv3w9Mf-aVi4PPRspfFQ,19,33.3840503,-111.9263102,"4421 S Rural Rd
Tempe, AZ 85282",4,Art Supplies,Shopping,Framing,Arts & Crafts,,
Nick's,2RusLQcgpQ2BajF_1zevKg,43,33.611653,-111.864712,"13910 N Frank Lloyd Wright B
Scottsdale, AZ 85260",3.5,Restaurants,Italian,,,,
Dunkin Donuts,4LRil5Fdz6_3M5QsZYex6w,5,33.5880113,-111.8356287,"11218 N Frank Lloyd Wright Bvd
Scottsdale, AZ 85259",2,Food,Donuts,,,,
Rocket Rooter Plumbing and Drain Service,jcQgDviuCuJLJWjYoTy9MA,4,33.519545,-111.5468301,"Mesa, AZ 85215",5,Plumbing,Home Services,,,,
Arizona Federal Credit Union,Z1YhywQNyBAPQI2mQ93P8w,3,33.4473222,-112.0784269,"300 W Jefferson St
Phoenix, AZ 85003",2.5,Banks & Credit Unions,Financial Services,,,,
Jepe Gelato,jBCrBi39yF0liwKxh7-gOQ,7,33.5876649,-111.8371425,"11339 E Via Linda
Ste 172
Scottsdale, AZ 85259",3.5,Food,Ice Cream & Frozen Yogurt,,,,
Dos Gringos,xWlCgISVtozxCztPA4nGaQ,135,33.4969773,-111.9275971,"4209 N Craftsman Ct
Scottsdale, AZ 85251",3.5,Dive Bars,Bars,Mexican,Nightlife,Restaurants,
Peoria Florist,XULyRtIIv0lgV7rsPQfFbw,4,33.580149,-112.237342,"8295 W Washington St
Peoria, AZ 85345",2,Flowers & Gifts,Shopping,Florists,,,
TLC House & Pet Sitting Service,A0OVDjJYBGgGwcSS8y7PGA,4,33.3107008,-111.8749872,"Chandler, AZ 85246",5,Pet Services,Dog Walkers,Pet Boarding/Pet Sitting,Pets,,
Autohaus of North Scottsdale,quzkSK2uZEl-j_24vZmdMg,4,33.5722669,-111.887595,"9550 N 90th St
Bldg C
Ste 9
Scottsdale, AZ 85258",5,Auto Repair,Automotive,,,,
Mister Softee,b-6GC5VpE3tHZTcWmZynfg,6,33.4331548,-112.3583813,"1300 S Litchfield Rd
Goodyear, AZ 85338",5,Food,Ice Cream & Frozen Yogurt,Street Vendors,,,
Hiland's Cigar's,2Uv73BJCv6l8UD_3O2gOZg,7,33.480061,-111.931221,"6917 E Thomas Road
Scottsdale, AZ 85251",4.5,Tobacco Shops,Shopping,,,,
Subway,chF0P_B8pTAy_4xvLTUZ_w,3,33.3790301,-111.8768819,"1940 W Baseline Road
Suite 2
Mesa, AZ 85202",1.5,Fast Food,Sandwiches,Restaurants,,,
Canyon Speedway Park,DhjQHxJ9EX-l2QpimjWfEg,3,33.7978662,-112.2422956,"9777 W Carefree Hwy
Peoria, AZ 85345",4.5,Event Planning & Services,,,,,
Sheraton Crescent Hotel,QweOrPB4d80XnWtESAl1kQ,24,33.568585,-112.11582,"2620 West Dunlap Avenue
Phoenix, AZ 85021",3,Hotels & Travel,Event Planning & Services,Hotels,,,
La Piccola Cucina,NNGJQF3WeIHzGzweCpZ-VA,101,33.472674,-112.064752,"2241 N 7th St
Phoenix, AZ 85006",3.5,Restaurants,Italian,,,,
Bel View Barber Shop,JnCtEM8rrPcg6ME_ivcLBA,6,33.4932811,-112.0302194,"4008 N. 24th St
Phoenix, AZ 85016",5,Barbers,Beauty & Spas,,,,
The Nile Cafe,kCH4JxdKdwDfJdNFElSHzg,12,33.4588994,-112.0662616,"610 E Roosevelt St
Phoenix, AZ 85004",3.5,Greek,Mediterranean,Restaurants,,,
Harper's Nurseries & Landscape,Qkl5Ej9NDQflonnJvKuZ6A,7,33.4764284,-111.9086193,"2529 N Hayden Rd
Scottsdale, AZ 85257",4.5,Shopping,Nurseries & Gardening,Home Services,Home & Garden,Landscaping,
Barro's Pizza,NdNdgzSo7M0-RSWDPWKihg,5,33.4359141763,-111.6848630822,"1066 N Power Rd
Mesa, AZ 85205",4,Pizza,Restaurants,,,,
Crazy Earl's Mexican & American,amRSuI5tg3JGCI1_YWlRyQ,9,33.5808058,-112.2629118,"9440 W Peoria Ave
Peoria, AZ 85345",2,Food,"Beer, Wine & Spirits",Restaurants,,,
Cartel Coffee Lab,Hgbxen9iKGL4AH6kKgC8YQ,76,33.4982894,-111.9275491,"7124 E 5th Ave
Scottsdale, AZ 85251",4.5,Food,Coffee & Tea,Breakfast & Brunch,Restaurants,,
Full Circle Autowash,Z0CcHdrfBmK3Vl1je8VmmA,4,33.4128,-112.2753,"1607 N Dysart Road
Tolleson, AZ 85353",2,Car Wash,Automotive,,,,
New Life Roofing,JJzmlkbpLej-bSa6RSXo8w,3,33.632061,-112.195767,"6331 W Paradise Ln
Glendale, AZ 85306",3.5,Roofing,Home Services,,,,
San Tan Natural Medicine,3g1VhiYuDWqJOH3cp3ugIw,3,33.2605631,-111.7912355,"3160 S Gilbert Rd, Ste 5
Chandler, AZ 85286",4.5,Acupuncture,Doctors,Health & Medical,Naturopathic/Holistic,,
Claim Jumper Restaurant,Sodko0hlMg7F5doNJGKcWQ,47,33.667839,-112.125528,"3063 W Agua Fria Fwy
Phoenix, AZ 85027",3,American (Traditional),Restaurants,,,,
Spinato's Pizzeria,ZRJwVLyzEJq1VAihDhYiow,100,33.3056067,-111.9787576,"4848 E Chandler Blvd
Phoenix, AZ 85044",4,Italian,Pizza,Restaurants,,,
Garduno's Margarita Factory & Blue Agave,-IEBe1UpCz8-dTAp8_fClw,20,33.546,-111.96828,"8787 N Scottsdale Rd
Ste 102
Paradise Valley, AZ 85253",2.5,Mexican,Restaurants,,,,
Als Beads & Silver Jewelry,HiEk8XnwxaIJsoNKhPZ6Kg,3,33.507954,-112.065162,"4826 N 7th St
Phoenix, AZ 85014",3.5,Shopping,Jewelry,Wholesale Stores,,,
Mcdowell Mountain Golf Club,EF_G5uR67iKPMzroU4wTfA,3,33.616031,-111.851764,"10690 E Sheena Dr
Scottsdale, AZ 85255",2.5,Active Life,Golf,,,,
The Drummond Group,xNi50XvRuPmGhaxazcVniQ,3,33.524001,-112.044564,"Capstone Realty Professionals
1714 E Bethany Home Rd
Phoenix, AZ 85016",5,Real Estate,Real Estate Services,Property Management,Home Services,Real Estate Agents,
Chaparral Dental Pllc,jnZ9cGeh1cj1LSYctKprfQ,4,33.509556,-111.911106,"7904 E Chaparral Rd Ste 109
Scottsdale, AZ 85250",5,Health & Medical,Dentists,General Dentistry,,,
Spectrum Smiles,TF06JbZg-a5fXmoftg8QoQ,5,33.2864817,-111.7494191,"3509 S Mercy Rd
Ste 107
Gilbert, AZ 85297",5,Pediatric Dentists,Health & Medical,Dentists,General Dentistry,Cosmetic Dentists,
The Egg I Am,LE93qqXLoSQZ777ONaJFMA,23,33.5746442,-111.8612171,"10155 E Via  Linda
Ste H131
Scottsdale, AZ 85258",3.5,Breakfast & Brunch,Restaurants,,,,
Bally Total Fitness,xekWxQ5_OStFxggoZyS5Mw,6,33.581999,-112.1822276,"5720 W Peoria Ave
Glendale, AZ 85302",1.5,Active Life,Gyms,Fitness & Instruction,,,
5 & Diner,GpK9MeUjEd7rwhejG2ykww,79,33.5134849,-112.047693,"5220 N 16th St
Phoenix, AZ 85016",3.5,Diners,Restaurants,,,,
Baja Fresh Mexican Grill Mexican Grill,dD2xiLM1_5Vg0pMvMIPZww,6,33.320748,-111.991549,"4302 E Ray Rd
Phoenix, AZ 85044",2,Mexican,Restaurants,,,,
BevMo!,Mfv6gumcyhk-RXCCR7JrFw,21,33.5822379,-111.9254568,"7129 E Shea Blvd
Scottsdale, AZ 85254",3.5,Food,"Beer, Wine & Spirits",,,,
Boomer's Sweet Home Chicago,eRhl0bBMEeCRaOJ8gbSw9Q,8,33.4780159,-112.254559,"2755 N 91st Ave
Ste 150
Phoenix, AZ 85037",4,Burgers,Fast Food,Hot Dogs,Restaurants,,
Pei Wei Asian Diner,PxqufEwqzIHAbQGRdZ3bUw,6,33.53876,-112.063942,"742 E Glendale Ave Ste 100
Phoenix, AZ 85020",3,Chinese,Restaurants,,,,
Kiwanis Community Park,5kYY1Wy6F7AkSKP5thsUhQ,8,33.366746,-111.9363807,"6111 S All American Way
Tempe, AZ 85283",4.5,Active Life,Parks,,,,
DJ HartBreaks,33rOIH23--oQ72k-QUYcJQ,4,33.4528292,-112.0685027,"Phoenix, AZ 85004",5,DJs,Event Planning & Services,,,,
Crescent Moon,iKIyUViQL_lY0TEw3iUKQw,7,33.4941704,-111.9260519,"Four Seasons Resort
10600 E Crescent Moon Dr
Scottsdale, AZ 85262",3,Hotels & Travel,Restaurants,Event Planning & Services,Hotels,,
Solara at Mill Avenue,l5Gq-TVZhyaW8wWTPxWCSA,4,33.389824,-111.939697,"3730 South Mill Avenue
Tempe, AZ 85282",3,Home Services,Real Estate,Apartments,,,
Spinato's Pizza,6md4A90THda31wTg1bB3hg,137,33.427634,-111.899966,"227 S Smith Rd
Tempe, AZ 85281",4.5,Italian,Pizza,Restaurants,,,
Baskin-Robbins 31 Ice Cream Stores,XTtNevBI5G5x_GjFqSBMpA,7,33.5097936,-111.9954935,"3953 E Camelback Rd
Phoenix, AZ 85018",3,Food,Ice Cream & Frozen Yogurt,,,,
Pizza Fusion,RWLEtVhfqGGR-E4waEf5fA,6,33.4518585,-111.707131,"5735 E McKellips Rd
Ste 107
Mesa, AZ 85215",3,Pizza,Restaurants,,,,
Krispy Kreme Donuts,b8olDL4gMsQXBT1NqBkhWg,6,33.4149847,-111.87454,"1984 W Main St
Mesa, AZ 85202",3,Food,Donuts,,,,
Dizzy's,tC_T3DykMOlLV4p7iiRDWw,11,33.5602788352,-112.0547103882,"7051 N 7th St
Phoenix, AZ 85020",4,Dive Bars,Bars,Nightlife,,,
ROQ,32X-4aALQG3Sc_o5hVrv7Q,12,33.530171,-111.974566,"Intercontinental Montelucia Resort
4949 E Lincoln Dr
Paradise Valley, AZ 85253",4,American (Traditional),American (New),Restaurants,,,
Rascal's Ranch,CBGwHtdnBUfRj0Ow_gH9wA,3,33.698837,-111.888302,"8912 E Pinnacle Peak Road
Scottsdale, AZ 85255",4,Children's Clothing,Fashion,Shopping,Baby Gear & Furniture,,
Babies R US the Baby Superstore,zk4O-WY-qmbuoXZbnQpsnw,8,33.639511,-112.221751,"7540 W Bell Road
Glendale, AZ 85308",3,Shopping,Baby Gear & Furniture,,,,
Harkins Superstition Springs,7zW80ERKxqxhejUQzB9veg,27,33.3813603,-111.6799417,"6950 E Superstition Springs Blvd
Mesa, AZ 85209",3.5,Arts & Entertainment,Cinema,,,,
Illume Weddings,PLJ9mpeJkqpcul0-2vQDwA,4,33.501575,-111.9233627,"4435 N Buckboard Trl
Scottsdale, AZ 85251",5,Photographers,Event Planning & Services,,,,
Celsius Sushi Bar,ogMsiOU3QA2671pFUvexUA,25,33.677854,-111.978579,"21050 N Tatum Blvd
Phoenix, AZ 85050",4,Sushi Bars,Restaurants,,,,
Pita Jungle,1Duul3qCnLrNak1Np-iHfw,155,33.319395,-111.874965,"1949 W. Ray Rd.
Chandler, AZ 85224",4,Vegetarian,American (New),Mediterranean,Restaurants,,
Paradise Bakery & Cafe,Y-PnvV-q4HYLIy19ubVmXQ,28,33.5102068,-112.0272041,"2502 E Camelback Rd
Phoenix, AZ 85016",3,Bakeries,Food,Sandwiches,Restaurants,,
Superstition Ranch Market,zZFXEqWY_bE6s_f38RhNMw,5,33.4156575,-111.5848926,"7 N 114th St
Apache Junction, AZ 85220",4.5,Food,Specialty Food,Fruits & Veggies,,,
Altered Tails,pXE8u5EBP_v1HbPnr0U6xQ,7,33.5712656,-112.0866535,"950 W Hatcher Rd
Phoenix, AZ 85021",4,Pet Services,Veterinarians,Pets,,,
Black Angus Steakhouse,z3zcsnK26QhC7TqDX73zvA,25,33.5777369,-112.1174765,"10021 Metro Parkway E.
Phoenix, AZ 85051",3,Bars,American (Traditional),Nightlife,Steakhouses,Sports Bars,Restaurants
Jack in the Box,t803CrM2RLHWktYTw5y_mg,3,34.002867,-112.77194,"37770 N Vulture Mine Rd
Wickenburg, AZ 85390",2.5,Fast Food,Restaurants,,,,
Mario's Hair Company,01cQQpeEwWpzTgv6YUQhAQ,4,33.6704382,-112.1879299,"20280 N 59th Avenue
Glendale, AZ 85308",4.5,Hair Salons,Beauty & Spas,,,,
Tom's Camperland,yC-fcoOKqsWvIP2xdT6SsQ,3,33.414208,-111.892197,"2183 E Apache Blvd
Tempe, AZ 85281",3,Automotive,RV Dealers,,,,
WestWind Glendale 9 Drive-In,QlF7GnyJ-MdM7u4WArz6wg,14,33.520407,-112.179712,"5650 N. 55th Avenue
Glendale, AZ 85301",4.5,Arts & Entertainment,Cinema,,,,
Ajo Al's Mexican Cafe,0K35eGvzVRZEirNo5v_WfA,51,33.511239,-112.046757,"5101 N 16th St
Phoenix, AZ 85016",3,Mexican,Restaurants,,,,
Boston Market,nih6RQC-HttWiO28HOcfOA,4,33.3912468,-111.9089862,"3435 S McClintock Dr
Tempe, AZ 85282",3.5,American (Traditional),Comfort Food,Caterers,Event Planning & Services,Restaurants,
Idle Hands Tattoo,_n11NXNA9GrQZR_l1GLomg,3,33.365327,-111.860206,"2722 S Alma School
Tempe, AZ 85281",4.5,Tattoo,Piercing,Beauty & Spas,,,
US Post Office,qX1QHpWs_Xnm7zgus2BQ-w,4,33.6773988343,-112.0277166367,"2550 E Rose Garden Ln
Phoenix, AZ 85050",1.5,Post Offices,Public Services & Government,,,,
JCPenney,HU1b1D0WUQE62M7ZiyqYoA,3,33.4618253,-112.3460033,"13333 W McDowell Rd
Goodyear, AZ 85395",4,Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture,
Thai House,17DI33J8TkcfzyoiIYLQIw,59,33.581569,-111.931282,"6949 E Shea Blvd
Scottsdale, AZ 85253",4,Thai,Restaurants,,,,
Mr. Goodcents,K3ixgWzwRVWYt3Kc1JqQ9A,6,33.6396167,-112.2508837,"8940 W Bell Rd
Peoria, AZ 85382",3.5,Sandwiches,Restaurants,,,,
Shady's,Edj0quZE5k1WcAtf883j6w,116,33.4948091,-112.023489,"2701 E Indian School Rd
Phoenix, AZ 85016",4,Bars,Nightlife,Lounges,,,
Quality Auto Service,gxJhdbLlnuOpU0c-wuxI8g,5,33.357638,-111.804738,"635 W Commerce Ave
Gilbert, AZ 85233",4,Auto Repair,Automotive,,,,
Motel 6,rSAJfCs5DzP-B7yiMtnV6Q,3,33.4957701,-112.1135009,"4130 N Black Canyon Hwy
Phoenix, AZ 85017",2,Hotels & Travel,Event Planning & Services,Hotels,,,
Ashley Manor,axGWZgwzqpL69EznZBH_rg,5,33.2851057,-111.8913243,"1380 S Price Rd
Chandler, AZ 85248",3.5,Wedding Planning,Event Planning & Services,Party & Event Planning,,,
Lola,xdwPHc25l7_roZ9Kfea13w,69,33.5095175,-112.0638736,"800 E Camelback Rd
Phoenix, AZ 85014",3.5,Food,Coffee & Tea,,,,
Devine Memories,geIEnL6ZH5dshg9KKNJsbg,3,33.351262,-111.8078452,"78 N Cooper Road
Gilbert, AZ 85233",4,Shopping,,,,,
The Home Depot,YWp5PghItJcUKutgUZSMmA,4,33.4074696,-111.7535869,"425 S Val Vista Drive
Mesa, AZ 85204",3.5,Hardware Stores,Building Supplies,Shopping,Home Services,Home & Garden,
Liberty Wildlife Rehabilitation Foundation,KZP5HRUvskhnXkGeGinvNg,6,33.593555,-111.930788,"11825 N 70th St
Scottsdale, AZ 85254",5,Animal Shelters,Pet Stores,Pets,,,
Pita Heaven,7-vGQpfj0RcOD-Cy7CXDiA,30,33.306806,-111.88557,"2580 W Chandler Blvd
Ste 3
Chandler, AZ 85224",3.5,Greek,Mediterranean,Middle Eastern,Restaurants,,
Southwest Institute of Natural Aesthetics,qC5Uv1j4id7MPM-8YrjW6Q,18,33.3929996,-111.9146765,"1460 E Southern Ave
Tempe, AZ 85282",4,Skin Care,Day Spas,Beauty & Spas,Health & Medical,Medical Spas,
"Good Faith Casting, LLC",qFPJ_bHbS13PoEEKNexnBQ,4,33.506201,-112.0739253,"4700 N Central Ave
Ste 208
Phoenix, AZ 85012",5,Arts & Entertainment,Performing Arts,,,,
"Leslie R Fish, DDS",bMzNhr8ikzwNZdpvRsZ-GQ,4,33.335791,-111.861773,"1200 W Warner Rd
Ste 3
Chandler, AZ 85224",3,Oral Surgeons,Health & Medical,Dentists,,,
Kitchell Fleet Services,hi4dLRo4EL4-lg7iI8huWA,3,33.413789,-111.999957,"3752 E Anne Street
Phoenix, AZ 85040",4.5,Auto Repair,Automotive,,,,
Silver Wine & Martini Bar,3SVc0wqI3ulVHR9w_CN6-w,13,33.448572,-112.071603,"136 E Washington St
Phoenix, AZ 85004",3.5,Wine Bars,Bars,Nightlife,Lounges,,
Midfirst Bank,C862ISR4PJKSqA-aFI185A,3,33.510455,-112.016621,"3030 E Camelback Road
Phoenix, AZ 85016",2,Banks & Credit Unions,Financial Services,,,,
Alpha Pest Control Inc,nFAyt4qwNTVftxMKYpob7Q,4,33.4888414,-112.0054355,"3424 N 35th Pl
Phoenix, AZ 85018",5,Local Services,Home Services,Pest Control,Home Inspectors,,
Cherry Lounge and Pit,5U1ArcV-HXR5UlkdQx1a9A,22,33.4261603,-111.939838,"411 S Mill Ave
Tempe, AZ 85281",2,Bars,Nightlife,Dance Clubs,,,
Bahama Buck's of Tempe,edDmYTcsClAL9XPR8YkvnQ,17,33.3350177,-111.9270792,"1006 E Warner Rd
Tempe, AZ 85284",4,Food,Desserts,,,,
Chili's Grill & Bar,VGOwmoYnmhH41IOQlB_Ecw,20,33.3057338,-111.895941,"3015 W Chandler Blvd
Chandler, AZ 85226",3.5,American (Traditional),Tex-Mex,Restaurants,,,
Cochise Animal Hospital,fvfuARQ97KZAf3jpLCgV1w,5,33.546,-111.96828,"10392 N Scottsdale Rd
Ste 101
Scottsdale, AZ 85253",5,Veterinarians,Pets,,,,
Pasta Pomodoro,LAnM6eeP_TVMGs97YmdC5w,4,33.6353186,-111.9221127,"16255 N Scottsdale Rd
Scottsdale, AZ 85254",3.5,Restaurants,Italian,,,,
Beach Bunny Swimwear Inc,GE0_TCcCbviNBQhtbNOcfg,4,33.6163347492,-111.9558334351,"15147 N Scottsdale Rd
Ste H139
Scottsdale, AZ 85254",4.5,Fashion,Shopping,Swimwear,,,
Scottsdale Academy,0HTnlz0k8vK4V1mXc9TPzg,4,33.6111138,-111.9442517,"6315 E Thunderbird Rd
Scottsdale, AZ 85254",4.5,Local Services,Preschools,Education,Child Care & Day Care,Elementary Schools,
Starbucks,IBZnLm3hkbM89QGC_TDDDg,3,33.335606,-111.877976,"2050 N Dobson Rd
Chandler, AZ 85224",3.5,Food,Coffee & Tea,,,,
Cave Creek Wines,bo7pxmvcRlZURzhfmIL4zw,5,33.67722,-112.029184,"21023 N Cave Creek Rd
Phoenix, AZ 85024",5,Food,"Beer, Wine & Spirits",,,,
